ID,Item ID (ERP System),Item Description,Status,Current Step Contact Information,Reason For Hold,Requestor Region,New Bulk SKU Needed,Item Class,Country(ies) Sold To,Item Type,Business Case,Purpose,Sourcing Availability,Production Feasibility,Sourcing Timing (months),Source,Product State,Juice/QA Formulation,Factory Formulation #,Class ID,Package Size,Primary Unit of Measure,Secondary Unit of Measure,Product Category,Technology,Price (USD),Brand,Strategic Partner,Suggested Price,Project Priority Rank,Default Site ID,Regulatory Resources,Registration Feasibility,Registration Approval Timeline (# of months),Import Permit Timeline (# of months),Registration Expiration,Import Permit Expiration,Default Site,Valuation Method,Item GL Class,Tax Category,Label,Product Weight,Internal Descriptor,EPA #,Non VLS Finished Good,Manufacturer Name,Product Shelf Life,Product Shelf Life Count,Label Location Box,Label Location Container,Registration Required,Import Permit Required,Shipping COA Completed,Certified Organic,VLS Pay Tonnage,HS Tariff Code Boolean,HS Tariff Code String,Stock Item,Item Description (ERP System),BOM Owner,Country,Royalty Required,Record Type,Created,Lot/Serial Tracked,Marketing Category,Hold Estimated Completion Date,Brand Type,Brand Family,Third Party Responsible for Permit,Third Party Responsible for Registration,Market Segment,LANL,UCHI,MITSUI,UCA,SFP Pipeline,Created By,SDS Needed,SDS Available,New SDS Needed,GHS Hazard,Transportation Hazard,Regulatory ID,Product Segment,Comments,CompanyBrand,Stocking UOM,Sales UOM,Purchasing UOM,Product UOM,UOM,Customer Name,Bulk Product,Bulk Part Number,Density,Density UOM,Label Approved,Container Label Name,Container Label Part Number,Box Label Number,Box Label Description,Label Description,Lot Number Location,Info to be printed on Label,Expirations,Company ID,Regulatory Comments (US/Canada),Supplier Name,Item Type1,Content Type,Modified,Modified By,Item Child Count,Folder Child Count,Label setting,Retention label,Retention label Applied,Label applied by,Compliance Asset Id,NewItemSetupWF,TargetSalesDate,TargetDistributionDate,FinishedGoodRequestType,Comments (Regulatory),Comments (Operations),DateNeeded,PrivateLabelCompanyName,Stock Base Price,EDI Distributor Price,EDI Suggested Dealer Price,Estimated COGS,SubRegion,On Hold,Customer Item Type,Selling UOM,Reason for Rejection,Rejected By,Step Rejected In,Rejected Date,Current Step,New Product Category Needed,Pricing,Manufacturing Lead Time,Marketing Comments,Print on Container,Print on Container Label,Print on Box Label,Special Packaging Instructions,Estimated Label Completion Date,Packaging Type,Equipment Type,Pieces Per Pallet,BOM loaded into Oracle,Work Definition loaded into Oracle,Label Received,Standard Cost loaded into Oracle,Oracle Inventory ID,Product would be damaged if exposed to extreme temperatures?,Link to SDS,Transportation Requirements,Proper Shipping Name,Technical Name,Packaging Group,UN Number,UN Class,Long Description,Product to be Exported?,Schedule B #,Import Permit #,Product Application,Current Step Key Contacts Group,Current Step Start Date,Link to Label,SDS Hold Flag,Label Hold Flag,Item Type2,Path
62,1007130,WU 0-50-30 Gainer,Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"This is a tolled product for WFU that they are requesting. They did get an order in the system from a customer already, so it is one that is high priority if possible. This continues to solidify us as a tolling partner for WFU in the PNW and gives us additional leverage in other areas of the business.",Toll a dry soluble product for WFU.,TRUE,TRUE,,,,,4250,,50 lbs,Kilogram,,Macronutrients,,0,OtherWU 0-50-30 Gainer,,0,,,,,,,,,Pasco,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,WU 0-5-30 Gainer (50 lbs) (Winfield),,USA,,,45149.45262,No,X,,Private Label,WU Gainer Family,,,X,0,0,0,0,0,Anna Cardoze,No,,,Yes,No,N/A,Nutrients,"The label, SDS, and formulation for this product have been created and supplied by WFU. Here is the link to the label: https://s3-us-west-1.amazonaws.com/agrian-cg-fs1-production/pdfs/Gainer_0-50-30_Label1h.pdf

Attached you will find the BOM. As soon as I have the production instructions I will send those to Elin, Enrique, Emily, etc. 
Additionally, the main request here is that we get a price estimate to WFU. They want to know what it is going to cost so we can determine if we will toll it or if their other manufacturer in the Midwest is going to have a more competitive price.",Winfield,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45153,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
63,1007135,Gran CropSync Complete (1x1000 KG)(INDIA),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,"This is the same product as Gran CropSync Complete (1x2000 lb)(CN)

We need a new sku for India with an English Label.",India Market,TRUE,TRUE,3,,,,4214,,1000 KG,Kilogram,,Micronutrients,,1.9,Gran Cropsync CompleteGran CropSync Complete,,1.9,,,,,,,,,Cape Girardeau,,,,,,,,,VLS,,,,,,,No,,,No,,,Gran CropSync Complete (1x1000 KG)(INDIA),,USA,,,45152.28192,No,X,,Verdesian Branded,MicroSync Family,,,X,0,0,0,0,0,Julio Rosa,No,,,Yes,Yes,,Nutrients,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45156,,Commercial,,,,,,,,1,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
64,1007131,Entrust Nutrition Multi Fe G  (2000LB) BB (Turfcare Supply),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Customer requests Private Label for existing formula. Anticipated sales 100-200 tons annually. Customer to handle all regulatory costs. No Verdesian investment required. Please fast track.,Micronutrient for nursery and production horticulture use.,TRUE,TRUE,,,,,4248,,Ton,Kilogram,,Micronutrients,,1250,OtherEntrust Nutrition Multi Fe G,,1250,,,,,,,,,Cape Girardeau,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Entrust Nutrition Multi Fe G  (2000LB) BB (Turfcare Supply),,USA,,,45152.5803,No,X,,Private Label,Granulated Micros Family,,,X,0,0,0,0,0,Jim Moffatt,Yes,,,Yes,Yes,N/A,Nutrients,I have attached existing label and SDS under current marketed name.,Turfcare Supply Corp,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45231,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
65,1007132,Entrust Nutrition Essential Micros G  2000# BB (Turfcare Supply),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Customer requested private label for existing SKU. Anticipated volume 200-400 tons annually. Customer assumes all regulatory costs. Please fast track.,Micronutrient for nursery and horticulture production.,TRUE,TRUE,,,,,4249,,Ton,Kilogram,,Micronutrients,,1500,OtherEntrust Nutrition Essential Micros G,,1500,,,,,,,,,Cape Girardeau,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Entrust Nutrition Essential Micros G  2000# BB (Turfcare Supply),,USA,,,45152.58394,No,X,,Private Label,Granulated Micros Family,,,X,0,0,0,0,0,Jim Moffatt,Yes,,,Yes,Yes,N/A,Nutrients,I have attached existing label and SDS under current marketed name.,Turfcare Supply Corp,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43478,SharePoint_Nintex Service,0,0,,,,,,,45231,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
66,1007307,Take Off Calci-Phite (1000L) (India),Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,230;#IND - India,Finished Goods,Currently selling in 1L and 200L. Moving to 1000L for efficiency.,Currently selling in 1L and 200L. Moving to 1000L for efficiency.,TRUE,TRUE,2,,,,1139,,1000L,Liter,,Phosphites,,0,Take Off Calci-PhiteTake Off Calci-Phite,,0,,,,,,,,,Pasco,,,,,,,,,VLS,Not Specified,,,,,,Yes,,,Yes,3105.60.00,,Take Off Calci-Phite (1000 ltr) (India),,USA,,,45161.25387,No,X,,Verdesian Branded,Nutri-Phite Family,,,X,0,0,0,0,0,Tyrus Oakes,No,,,No,No,,Biostimulants,Pricing TBD,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45170,,Commercial,,,,,,,,3.32,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
67,1007134,Preside Ultra Soybean (1x500 un) (1x7.4 L) (Canada),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,215;#CAN - Canada,Finished Goods,"Same product as 1000790, but now registered in Canada. We will use same SKU as soon as possible, but need Canada-specific SKU until the new label is approved in the U.S.

Current price lists are waiting on this new SKU.",Operational efficiency to have one universal label in US and Canada. Can move product back and forth in the field.,TRUE,TRUE,,,,,4102,,Other,Case,,Biofertilizers,,935,Preside Ultra SoybeanPreside Ultra Soybean,,935,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,No,Yes,,,,Preside Ultra Soybean (1x500 un) (1x7.4 L) (Canada),,USA,,,45161.39258,No,X,,Verdesian Branded,Preside Family,,,X,0,0,0,0,0,Seth Pratt,No,,,No,No,10571,Biologicals,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45170,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
68,1007133,Preside Ultra Soybean (4x50 un) (4x0.74 L) (Canada),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,215;#CAN - Canada,Finished Goods,"Same product as 1000789, but now registered in Canada. We will use same SKU as soon as possible, but need Canada-specific SKU until the new label is approved in the U.S.

Current price lists are waiting on this new SKU.",See other pack size request for this product.,TRUE,TRUE,,,,,4102,,Other,Case,,Biofertilizers,,374,Preside Ultra SoybeanPreside Ultra Soybean,,374,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,No,Yes,,,,Preside Ultra Soybean (4x50 un) (4x0.74 L) (Canada),,USA,,,45161.39422,No,X,,Verdesian Branded,Preside Family,,,X,0,0,0,0,0,Seth Pratt,No,,,No,No,10571,Biologicals,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45170,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
69,,MACTIVE Banana Trial Pack 1 L,Rejected by Commercial Review Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,254;#PHL - Philippines,Raw Material,Working for Dole and Del Monte Philippines,"Before going to plantation companies, we want to make a trial in Leads Agri (Distributor) Farm",TRUE,TRUE,,,,,,,1L,Liter,,X,,,X,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45164.35998,No,X,,X,,,,X,0,0,0,0,0,HariOm Singh,,,,No,No,,X,,X,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45296,,Commercial,,,,,,,,,APAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
70,,SOLOTEK MAXIMUS P (1X25KG),Operations,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,212;#BRA - Brazil,Finished Goods,Private label for Solotek customer.  This is produced in Brazil,Sell in Brazil,TRUE,TRUE,1,,,,246,,Other,Kilogram,,Plant Extract-Chelated Nutrients,,5.3,OtherSolotek Maximus P,,5.3,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,Yes,,,No,,,,,USA,,,45167.32818,No,X,,Private Label,Sterics Family,,,X,0,0,0,0,0,Sergio Melloni,Yes,,,No,No,,Biostimulants,,Solotek,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45167,,Commercial,,,,,,,,0.1,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
71,,SOLOTEK MAXIMUS S (1X25KG),Operations,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,212;#BRA - Brazil,Finished Goods,Private label for Solotek customer.  This is produced in Brazil,Sell in Brazil,TRUE,TRUE,1,,,,577,,Other,Kilogram,,Plant Extract-Chelated Nutrients,,2.7,OtherSolotek Maximus S,,2.7,,,,,,,,,Toll Manufacturers,,,,,,,,,VLS,,,,,,,Yes,,,No,,,,,USA,,,45167.32926,No,X,,Private Label,Sterics Family,,,X,0,0,0,0,0,Sergio Melloni,Yes,,,No,No,,Biostimulants,,Solotek,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45167,,Commercial,,,,,,,,0.1,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
72,,SOLOTEK MAXIMUS K (1X25KG),Operations,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,212;#BRA - Brazil,Finished Goods,Private label for Solotek customer.  This is produced in Brazil,Sell in Brazil,TRUE,TRUE,1,,,,263,,Other,Kilogram,,,,4.85,Other,,4.85,,,,,,,,,Toll Manufacturers,,,,,,,,,VLS,,,,,,,Yes,,,No,,,,,USA,,,45167.32999,No,X,,Private Label,,,,X,0,0,0,0,0,Sergio Melloni,Yes,,,No,No,,,,Solotek,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45167,,Commercial,,,,,,,,0.1,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
73,1007139,GRANSETE ZINCATUS COMPLEX (20L),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,212;#BRA - Brazil,Finished Goods,Privet label for Gran Sete customer (line extension) - Already being produced in Brazil,Line extention,TRUE,TRUE,2,,,,0003,,20L,Liter,,Plant Extract-Chelated Nutrients,,3.1,OtherGransete Zincatus  Complex,,3.1,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,Yes,,,No,,,GRANSETE ZINCATUS COMPLEX (20L) (Brazil),,USA,,,45167.33218,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Sergio Melloni,Yes,,,Yes,No,,Biostimulants,,Gransete,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45167,,Commercial,,,,,,,,0.1,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
74,1007136,Table Salt (Kentland),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Raw Material,Costing.,Adding salts to the BOM,TRUE,TRUE,,,,,NA,,Other,Kilogram,,,,0,Other,,0,,,,,,,,,Kentland,,,,,,,N/A,,VLS,,,,,,,,No,No,,,,Table Salt (Kentland),,USA,,,45169.42632,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Patrick Williams,No,,,No,No,N/A,,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45169,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
75,1007142,Gran Booster Mix Mini (1x2000 lb),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,Existing customer (Harrell's) uses over 1000 tons annually of Booster Mix in SGN 230 size. The customer requests to produce minimum (100 tons) run of the same formula in 100 SGN size.,Increase sales with existing customer for use in new market opportunity.,TRUE,TRUE,,,,,4257,,Ton,Kilogram,,Micronutrients,,1575,OtherGran Booster Mix Mini,,1575,,,,,,,,,Cape Girardeau,,,,,,,,,VLS,,,,,,,,No,No,,,,Gran Booster Mix Mini (1x2000 lb),,USA,,,45175.41808,No,X,,Private Label,Granulated Micros Family,,,X,0,0,0,0,0,Jim Moffatt,No,,,Yes,Yes,10555,Nutrients,"Existing formulation, requires new label for ""Mini"" particle size in 2000 lb bag. Please update SDS to reflect new SKU.  Please expedite as production is scheduled for 9/18/23",Harrells,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45189,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
76,1007187,Eco-Mate 5 Ca (2.5 Gal) (Helena),Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Verdesian proposes to supply Helena with a premium organic calcium product in the HPG portfolio would benefit both companies. Calcium Polyamine Organic is a very safe tank mix partner with many pesticides and foliar mix combinations. 
Verdesian would help in educating various Helena staff personnel and offer marketing information to help build a launch internal and external campaign for HPG. This would include web-based postcards for mailings, and digital media to help build brand awareness. Verdesian would co-sponsor field trials where necessary to help promote and jointly build product acceptance in the market.",The current proposal would take into consideration first year set-up and positioning of product would not meet minimum order quantities. This would give both HPG time to position product and forecast future needs if HPG group accepts private label guidelines. Verdesian looks forward to discussing further actions required by HPG group to make this project viable,TRUE,TRUE,,,,,1214,,2.5 gal,Liter,,Plant Extract-Chelated Nutrients,,14.2,OtherEco-Mate 5 Ca,,14.2,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,,No,No,,,,Eco-Mate 5 Ca (2.5 Gal) (Helena),,USA,,,45182.61892,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Kyle Hartmeier,Yes,,,Yes,No,10218,Biostimulants,"Awaiting for legal updates from legal on Supply Agreement.  Project has been approved, starting the process with a new sku request as directed. 

This will be a private label of Organic Calcium Polyamine",Helena,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.43479,SharePoint_Nintex Service,0,0,,,,,,,45291,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
77,1007188,Eco-Mate 5 Ca (265 gal),Completed,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Finished Goods,"Verdesian proposes to supply Helena with a premium organic calcium product in the HPG portfolio would benefit both companies. Calcium Polyamine Organic is a very safe tank mix partner with many pesticides and foliar mix combinations. 
Verdesian would help in educating various Helena staff personnel and offer marketing information to help build a launch internal and external campaign for HPG. This would include web-based postcards for mailings, and digital media to help build brand awareness. Verdesian would co-sponsor field trials where necessary to help promote and jointly build product acceptance in the market.",The current proposal would take into consideration first year set-up and positioning of product would not meet minimum order quantities. This would give both HPG time to position product and forecast future needs if HPG group accepts private label guidelines. Verdesian looks forward to discussing further actions required by HPG group to make this project viable,TRUE,TRUE,,,,,1214,,265 gal,Liter,,Plant Extract-Chelated Nutrients,,13.2,OtherEco-Mate 5 Ca,,13.2,,,,,,,,,Pasco,,,,,,,,,VLS,,,,,,,,Yes,No,,,,Eco-Mate 5 Ca (265 gal) (Helena),,USA,,,45182.62164,No,X,,Private Label,Polyamines Family,,,X,0,0,0,0,0,Kyle Hartmeier,Yes,,,Yes,No,10218,Biostimulants,Same information as 2x2.5's but in a shuttle,Helena,POUNDS,POUNDS,POUNDS,POUNDS,,,NA,,,,,,,,,,,,,,,,,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45291,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
79,,Steric P DS + 0.5% Zn,EHS,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,Yes,,241;#MEX - Mexico,Finished Goods,The new product would replace 100% of sales of OPP brand (Steric P DS sold in Mexico with Jco). Nowadays it represents around $4 MIO in sales,"OPP (Steric P DS) have been in the Mexican market for a long time now and competitors products are starting to get similar technologies at a lower price. Adding a source of Zn at 0.5% or less, would be trigger to ""rejuvenate"" the product, relaunch the brand and give a marketing opportunity to keep our prices high. 
Zn is an essential nutrient for the crops that we are selling OPP today and would replace another sources using only one product.",TRUE,TRUE,3,,,,4265,,50 lbs,Each,,,,1.24,,,1.85,,,,,,,,,Pasco,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45189.52303,No,X,,Verdesian Branded,,,,X,0,0,0,0,0,Chris Ferreira,,,,No,No,,,"It a must to use a source of Zn which is 100% soluble in water. 
Addition of Zn should not have a heavy impact in the COGS",Steric,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,Finished Goods,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45292,,Commercial,,,,,,,,1.24,LATAM,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
80,,Verdesian TakeOff Zn,Rejected by Commercial Review Team,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,206;#ARG - Argentina;#211;#BOL - Bolivia;#271;#URY - Uruguay,Finished Goods,This product is produced locally and its the mixture of Tuxedo and TakeOff ST. Its positioned for Corn seed treatment and we are working in a partnership with Stine,Corn seed treatment with Biostimulant + on seed Zinc claims,TRUE,TRUE,,,,,,,5L,Liter,,X,,,X,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,45190.5305,No,X,,X,,,,X,0,0,0,0,0,Sergio Melloni,,,,No,No,,X,I need the assignment of a SKU number as this month there will be some sales (minimal) and need the number for the report,X,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45198,,Commercial,,,,,,,,,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
81,1007184,Lumensa LFM (50 lb),Manufacturing,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States;#215;#CAN - Canada;#217;#CHN - China,Finished Goods,LFM feed additive is a low cost version of our postbiotics meant to target the conventional protein market. We anticipate selling 10MT in its launch year and 625 MT in year 5 with revenue of $2.8 million USD.,"LFM is a feed additive meant to improve gut wall integrity, boost beneficial microbe performance in the gut, and reduce pathogenic bacteria through competitive exclusion.",TRUE,TRUE,,,,,N/A,,50 lbs,Kilogram,,Animal Nutrition,,5.15,OtherLumensa LFM,,5.15,,,,,,,,,Salt Lake City,,,,,,,,,CLI,,,,,,,,No,No,,,,Lumensa LFM (50 lb),,USA,,,45202.34081,No,X,,Verdesian Branded,Lumensa Family,,,X,0,0,0,0,0,John Stockham,No,,,Yes,No,1006474,Animal Nutrition & Aquaculture,,Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,N/A,,,,,,,,,,,,,,,,,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45322,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
82,1007167,Poly Bag Micromax US,Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,US/Canada,,,270;#USA - United States,Packaging/Supplies,We are ordering a new Poly US Micromax bag. 20k. 3-month lead time. Need bags by Jan 2024,US Micromax bags on hand are paper. We are going to a Poly US Micromax bags and need a new SKU so the bags can be identified by SKU.,TRUE,TRUE,,,,,,,50 lbs,Each,,X,,,X,,1.09,,,,,,,,,,,,,,,,Raw material?,,VLS,,,,,,,,No,No,,,,Poly Bag Micromax US,,USA,,,45202.38725,No,X,,X,,,,X,0,0,0,0,0,Rhonda Ernst,No,,,No,No,Raw material?,X,All paper US Micromax bags in inventory will be used first. SKU 1000979,X,POUNDS,POUNDS,POUNDS,POUNDS,,,,,,,,,,,,,,,,,,,,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45203,,Commercial,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
83,1007226,Cyto-Potasio+ (20L),Approved,logan.ray@vlsci.com; chris.lamb@vlsci.com; ,,International,,,221;#ECU - Ecuador,Finished Goods,"Registration year: 2023
Sales year 1: 10,000 L x 7.7/L = $77,000
Sales year 2: 15,000 L x 7.7 = $115,500
Sales year 3: 20,000 L x 7.7/L= $154,000

Gross margin for this product for first year will be around 31%, however it is part of nutritional program that we are selling to Ferpacific with a gross margin around 42%. There is a plan in place to gradually increase our GM over the next years.","Potassium is a high demand and key nutrient for Banana production. The creation of this SKU will open the opportunity to sell it in Ecuador through out a new distribution channel, Ferpacific, 
Banana is the most important crop for Ferpacific's business.",TRUE,TRUE,1,,,,1005084,,20L,Liter,,Abiotic Stress Mitigators,,7.7,OtherCyto-Potasio,,7.7,,,,,,,,,Salt Lake City,,,,,,,,,CLI,,,,,,,Yes,,,Yes,3104909000,,Cyto-Potasio+ (20L) (Ecuador),,USA,,,45202.44068,No,X,,Verdesian Branded,BioNutrients Family,,,X,0,0,0,0,0,Chris Ferreira,No,,,No,No,,Biostimulants,"Bionutrient K is already registered in Ecuador. The new SKU will be under the brand ""Cyto K"" and it will be a clone of the registration already in place. 
We will need 5 and 20 L packages for this new product.",Verdesian,POUNDS,POUNDS,POUNDS,POUNDS,,,1005084,,,,,,,,,,,,,,,,,Item,45436.4348,SharePoint_Nintex Service,0,0,,,,,,,45260,,Commercial,,,,,,,,5,LATAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,Workflows/Lists/Workflow New SKU Requests
